transaction_id,customer_id,first_name,last_name,email,state,product_type,size,quantity,unit_price,discount_amount,total_amount,collection_type,sale_date
6619187,8713146,Valentina,Griffin,valentina_griffin@outlook.com,Maryland,Blue Rhino,420lb,1,849.0,0.0,849.0,Pickup,2024-03-02
7698083,5801541,Boris,Russell,boris.r33@icloud.com,Massachusetts,NGL Energy,20lb,5,24.99,0.0,124.95,Delivery,2024-07-25
6937335,1879109,Carlos,Gonzalez,carlosgonzalez1602@att.net,Oregon,AmeriGas,1lb,3,4.49,0.0,13.47,Pickup,2024-06-18
1928728,1688246,Zoe,Patel,zoe61@icloud.com,Missouri,AmeriGas,20lb,5,24.99,0.0,124.95,Delivery,2024-07-09
7381258,9225346,Chloe,White,chloe19@yahoo.com,Florida,Suburban Propane,420lb,3,849.0,0.0,2547.0,Pickup,2024-03-27
5329406,4470105,Pooja,Coleman,pooja.coleman@live.com,Louisiana,Ferrellgas,100lb,2,149.0,0.0,298.0,Delivery,2024-05-19
3097558,7597509,Tamara,Bryant,tamara.b46@icloud.com,California,Ferrellgas,20lb,4,24.99,0.0,99.96,Delivery,2024-10-09
9812402,1044891,Vikram,Chavez,vchavez671@live.com,Georgia,Ferrellgas,100lb,1,149.0,7.45,141.55,Delivery,2024-10-30
5580646,8926478,Sofia,Murray,sofia.murray@sbcglobal.net,Texas,AmeriGas,33lb,4,49.95,0.0,199.8,Delivery,2024-12-30
9742856,7374122,Lamont,Ortiz,lamont_ortiz@aol.com,Wisconsin,Suburban Propane,33lb,4,49.95,23.98,175.82,Delivery,2024-12-03
6749416,9240971,Natasha,Wright,natashawright1000@outlook.com,Iowa,Ferrellgas,420lb,3,849.0,0.0,2547.0,Delivery,2024-07-14
8297709,7907400,Aisha,Ward,aishaward858@outlook.com,Oklahoma,NGL Energy,420lb,3,849.0,0.0,2547.0,Delivery,2024-06-12
9742456,3359075,Darius,Myers,darius.myers@icloud.com,Georgia,Ferrellgas,1lb,4,4.49,0.0,17.96,Delivery,2024-09-02
9957402,6261415,Barbara,Thomas,bthomas1104@live.com,Illinois,Ferrellgas,100lb,1,149.0,0.0,149.0,Pickup,2024-06-19
5669851,7067228,Elena,Collins,elena.collins@yahoo.com,Maryland,AmeriGas,420lb,1,849.0,0.0,849.0,Pickup,2024-04-15
4359756,9480665,Natasha,Patel,npatel@att.net,Oklahoma,AmeriGas,100lb,1,149.0,0.0,149.0,Pickup,2024-10-12
8852729,9996207,Clint,Rodriguez,clint_rodriguez@yahoo.com,North Carolina,AmeriGas,33lb,5,49.95,0.0,249.75,Delivery,2024-09-21
9665105,7333337,Ryo,Lee,rlee@att.net,New York,Ferrellgas,100lb,1,149.0,7.45,141.55,Pickup,2024-08-30
5129038,6020319,Eugene,Alvarez,ealvarez1526@att.net,Michigan,Blue Rhino,33lb,2,49.95,0.0,99.9,Delivery,2024-10-31
5889205,2472884,Megan,Powell,megan_powell@yahoo.com,Oklahoma,AmeriGas,20lb,1,24.99,0.0,24.99,Delivery,2024-02-22
4554926,4374754,Niamh,Jordan,njordan1917@aol.com,Nevada,Blue Rhino,20lb,1,24.99,0.0,24.99,Delivery,2024-07-24
8698199,1739653,James,Sanders,james_sanders@outlook.com,Nevada,Suburban Propane,420lb,1,849.0,0.0,849.0,Delivery,2024-10-09
5381318,1987737,Boris,Thompson,boris66@gmail.com,Georgia,Ferrellgas,20lb,2,24.99,0.0,49.98,Pickup,2024-09-26
7202069,7358385,Eugene,Rodriguez,eugene63@sbcglobal.net,Pennsylvania,Blue Rhino,20lb,5,24.99,0.0,124.95,Delivery,2024-06-23
8197382,6020319,Eugene,Alvarez,ealvarez1526@att.net,Michigan,NGL Energy,1lb,5,4.49,2.25,20.2,Delivery,2024-06-30
1188082,7138070,Sigrid,Wells,swells@hotmail.com,Connecticut,Ferrellgas,20lb,4,24.99,0.0,99.96,Pickup,2024-02-18
7397002,2038068,Zoe,Perez,zoeperez1108@aol.com,Illinois,Suburban Propane,20lb,2,24.99,0.0,49.98,Delivery,2024-11-29
5218353,2913049,Sigrid,Woods,sigrid94@icloud.com,Utah,Blue Rhino,33lb,3,49.95,0.0,149.85,Pickup,2024-10-01
3078947,9795159,Hana,Nelson,hana.nelson@icloud.com,New York,AmeriGas,33lb,5,49.95,0.0,249.75,Pickup,2024-01-02
6366039,9225346,Chloe,White,chloe19@yahoo.com,Florida,AmeriGas,20lb,1,24.99,2.5,22.49,Pickup,2024-06-02
3113620,4816586,Brianna,Griffin,briannagriffin983@yahoo.com,Indiana,NGL Energy,33lb,3,49.95,0.0,149.85,Delivery,2024-07-15
3782058,6503032,Yuri,Jackson,yuri_jackson@sbcglobal.net,New York,Suburban Propane,33lb,3,49.95,0.0,149.85,Delivery,2024-03-05
6720745,4052834,Ana,Wallace,ana.wallace@att.net,Missouri,Suburban Propane,420lb,4,849.0,0.0,3396.0,Delivery,2024-08-19
9414204,1801102,Fatima,Gonzalez,fgonzalez203@live.com,Utah,Blue Rhino,33lb,1,49.95,2.5,47.45,Delivery,2024-01-13
5695180,9517169,Stephen,Ramirez,sramirez@aol.com,Kansas,Suburban Propane,20lb,1,24.99,0.0,24.99,Pickup,2024-08-09
1590477,7597509,Tamara,Bryant,tamara.b46@icloud.com,California,NGL Energy,420lb,1,849.0,101.88,747.12,Delivery,2024-05-30
4810526,4052834,Ana,Wallace,ana.wallace@att.net,Missouri,Suburban Propane,1lb,1,4.49,0.0,4.49,Delivery,2024-10-04
4240006,9996207,Clint,Rodriguez,clint_rodriguez@yahoo.com,North Carolina,NGL Energy,20lb,5,24.99,0.0,124.95,Pickup,2024-12-19
9741022,2795765,Lucia,Ramirez,lucia_ramirez@hotmail.com,Indiana,Ferrellgas,420lb,1,849.0,0.0,849.0,Pickup,2024-10-12
7399569,3726201,Emma,Gomez,emma.gomez@outlook.com,Connecticut,Ferrellgas,1lb,2,4.49,0.72,8.26,Pickup,2024-07-18
1347746,2319479,Priya,Cruz,priya.c22@aolcom,Florida,Blue Rhino,100lb,2,149.0,0.0,298.0,Pickup,2024-02-10
2001147,2832517,Fatima,Reed,fatima.r30@gmail.com,California,Suburban Propane,1lb,3,4.49,0.0,13.47,Pickup,2024-11-05
6759137,3919694,Rosa,James,rosa.james@comcast.net,Pennsylvania,AmeriGas,33lb,4,49.95,0.0,199.8,Delivery,2024-06-12
3064864,8608449,Amit,Kim,amit41@yahoo.com,Massachusetts,AmeriGas,1lb,1,4.49,0.0,4.49,Pickup,2024-06-06
5027148,1432519,Ana,Jones,ana.j42@aol.com,Texas,AmeriGas,20lb,5,24.99,12.5,112.45,Delivery,2024-09-04
4683039,5040453,Shanice,Singh,shanice.s82@outlook.com,North Carolina,Blue Rhino,100lb,2,149.0,0.0,298.0,Delivery,2024-03-24
6491114,7296605,Priya,Edwards,priya.e90@yahoo.com,Maryland,Suburban Propane,420lb,2,849.0,0.0,1698.0,Pickup,2024-12-25
1098967,5130808,Antonio,Anderson,antonioanderson933@live.com,Louisiana,NGL Energy,1lb,5,4.49,1.12,21.33,Delivery,2024-06-19
8740538,2721170,Lars,Wright,larswright1637@hotmail.com,North Carolina,Suburban Propane,420lb,5,849.0,0.0,4245.0,Pickup,2024-10-29
8691004,9646701,Priya,Henry,priya_henry@sbcglobal.net,New Mexico,AmeriGas,1lb,3,4.49,0.0,13.47,Pickup,2024-04-13
7660590,9799030,Megan,Kim,mkim@comcast.net,Illinois,NGL Energy,100lb,3,149.0,0.0,447.0,Pickup,2024-03-15
2840033,9037616,Dmitri,Stewart,dmitri_stewart@att.net,Indiana,Blue Rhino,1lb,2,4.49,0.0,8.98,Pickup,2024-03-21
6415686,4024309,Dmitri,Morales,dmitri.m18@sbcglobal.net,Ohio,Suburban Propane,33lb,2,49.95,0.0,99.9,Pickup,2024-06-17
2473390,4442778,Jessica,Snyder,jessica.s30@icloud.com,Arizona,NGL Energy,33lb,1,49.95,2.5,47.45,Delivery,2024-01-11
8611432,4882808,Jessica,Hill,jessica.h59@gmail.com,Washington,AmeriGas,33lb,3,49.95,11.99,137.86,Pickup,2024-10-17
9207723,7084862,Destiny,Perry,destiny51@att.net,North Carolina,NGL Energy,20lb,1,24.99,0.0,24.99,Delivery,2024-08-26
4742179,7724045,Jessica,Adams,jessicaadams1603@gmail.com,Pennsylvania,Suburban Propane,100lb,1,149.0,0.0,149.0,Delivery,2024-05-21
7443567,2739191,Antonio,Sanders,antonio.sanders@outlook.com,Arizona,Blue Rhino,100lb,2,149.0,35.76,262.24,Delivery,2024-04-18
1738407,7138070,Sigrid,Wells,swells@hotmail.com,Connecticut,Suburban Propane,420lb,1,849.0,0.0,849.0,Delivery,2024-10-26
2485285,6702160,Tamara,Ward,tamara_ward@gmail.com,Utah,Blue Rhino,1lb,5,4.49,0.0,22.45,Delivery,2024-10-15
7488875,7597509,Tamara,Bryant,tamara.b46@icloud.com,California,Suburban Propane,20lb,4,24.99,0.0,99.96,Delivery,2024-06-25
2258262,5673599,Ricardo,Cook,ricardo.cook@comcast.net,Utah,Blue Rhino,420lb,4,849.0,169.8,3226.2,Pickup,2024-02-09
2197032,1157662,Olivia,Watson,owatson@att.net,Washington,Ferrellgas,1lb,5,4.49,1.8,20.65,Delivery,2024-01-08
4180079,7138070,Sigrid,Wells,swells@hotmail.com,Connecticut,NGL Energy,20lb,5,24.99,0.0,124.95,Delivery,2024-12-10
8686718,5842082,Benjamin,Wright,benjamin_wright@sbcglobal.net,North Carolina,AmeriGas,1lb,4,4.49,1.8,16.16,Delivery,2024-07-20
6275644,7631419,Barbara,Johnson,barbara_johnson@icloud.com,Ohio,AmeriGas,1lb,3,4.49,0.0,13.47,Delivery,2024-12-19
3840731,4024309,Dmitri,Morales,dmitri.m18@sbcglobal.net,Ohio,Ferrellgas,33lb,5,49.95,0.0,249.75,Pickup,2024-09-04
9986330,9712003,Ahmed,Harris,ahmedharris956@comcast.net,Utah,NGL Energy,100lb,2,149.0,0.0,298.0,Delivery,2024-04-18
2628473,9302946,Antoine,Watson,antoine.watson@att.net,Tennessee,AmeriGas,1lb,1,4.49,0.22,4.27,Delivery,2024-05-18
9060167,7444964,Pooja,Bailey,pooja74@outlookcom,Wisconsin,NGL Energy,1lb,5,4.49,2.25,20.2,Delivery,2024-01-04
6847081,2500901,Ricardo,Morgan,ricardo.morgan@att.net,Tennessee,Ferrellgas,20lb,3,24.99,0.0,74.97,Delivery,2024-01-13
5958372,6279418,Dmitri,Kennedy,dkennedy367@comcast.net,Ohio,AmeriGas,20lb,4,24.99,0.0,99.96,Pickup,2024-07-27
7210098,1432519,Ana,Jones,ana.j42@aol.com,Texas,Blue Rhino,420lb,4,849.0,0.0,3396.0,Pickup,2024-07-06
8318725,9633492,James,Burns,burns.j@sbcglobal.net,Missouri,AmeriGas,20lb,3,24.99,0.0,74.97,Delivery,2024-07-08
3586094,3678638,Arjun,Morales,amorales@hotmail.com,Arizona,Suburban Propane,100lb,1,149.0,0.0,149.0,Delivery,2024-12-24
5369510,1454696,Aaliyah,Ramos,aramos447@outlook.com.com,North Carolina,AmeriGas,100lb,5,149.0,37.25,707.75,Delivery,2024-07-18
8418909,9988193,Siobhan,Garcia,garcia.s@att.net,New York,Ferrellgas,33lb,2,49.95,9.99,89.91,Delivery,2024-12-30
7254970,3937508,Daniel,Marshall,dmarshall@outlook.com,Maryland,Suburban Propane,33lb,5,49.95,0.0,249.75,Pickup,2024-07-30
3169632,5200476,Richard,Lewis,richard.lewis@icloud.com,Utah,Blue Rhino,1lb,3,4.49,0.0,13.47,Pickup,2024-10-11
6533643,2374158,Antoine,Garcia,antoine.garcia@att.net,New Mexico,Suburban Propane,420lb,1,849.0,0.0,849.0,Delivery,2024-09-11
2146505,9801946,Sean,Walker,sean_walker@icloud.com,Illinois,AmeriGas,420lb,1,849.0,0.0,849.0,Pickup,2024-04-12
3860089,9993490,William,Mendoza,william.m19@live.com,Michigan,AmeriGas,420lb,4,849.0,509.4,2886.6,Pickup,2024-09-23
3562193,4240708,Jason,Reynolds,jason52@comcast.net,Massachusetts,NGL Energy,20lb,2,24.99,0.0,49.98,Delivery,2024-03-05
8780612,3030966,Fernando,Anderson,anderson.f@aol.com,Florida,Blue Rhino,100lb,2,149.0,0.0,298.0,Delivery,2024-08-24
2973853,3563646,Dmitri,Jackson,jackson.d@comcast.net,Nevada,Ferrellgas,20lb,2,24.99,2.5,47.48,Pickup,2024-05-24
1789750,5856117,Shannon,Sanchez,ssanchez1604@gmail.com,Illinois,Suburban Propane,33lb,4,49.95,0.0,199.8,Pickup,2024-06-22
1512765,4769795,Susan,Ross,susan.r29@gmail.com,Texas,Blue Rhino,33lb,4,49.95,0.0,199.8,Pickup,2024-09-20
4681195,2374158,Antoine,Garcia,antoine.garcia@att.net,New Mexico,Ferrellgas,33lb,2,49.95,14.98,84.92,Pickup,2024-01-29
7154919,2338687,Irina,Walker,irina_walker@comcast.net,Utah,NGL Energy,1lb,4,4.49,0.0,17.96,Delivery,2024-11-08
2592385,6664316,Fernando,Anderson,fernandoanderson168@gmail.com,Maryland,AmeriGas,20lb,3,24.99,0.0,74.97,Delivery,2024-11-04
2920094,8344365,Benjamin,Webb,bwebb@att.net,Kansas,AmeriGas,20lb,5,24.99,0.0,124.95,Delivery,2024-10-24
4274069,2436347,Fatima,Hamilton,fatima.h61@sbcglobal.net,New Mexico,NGL Energy,420lb,2,849.0,0.0,1698.0,Delivery,2024-02-11
5233438,8399399,Dwight,Gonzalez,gonzalez.d@outlook.com,Tennessee,Blue Rhino,420lb,1,849.0,0.0,849.0,Pickup,2024-08-09
7877413,6510922,Carlos,Webb,webb.c@yahoo.com,Texas,Ferrellgas,1lb,3,4.49,0.0,13.47,Pickup,2024-01-29
2974957,2326581,Zoe,Perry,zoe.p35@yahoo.com,Colorado,Suburban Propane,100lb,1,149.0,0.0,149.0,Pickup,2024-01-26
3000143,9235577,DeShawn,Jones,deshawn_jones@live.com,Nevada,Blue Rhino,100lb,4,149.0,0.0,596.0,Pickup,2024-01-06
5737922,3595941,Chantel,Cook,chantel72yahoo.com,Washington,Suburban Propane,420lb,2,849.0,0.0,1698.0,Delivery,2024-08-12
8316947,2229110,Freya,Nguyen,freya_nguyen@att.net,Iowa,Ferrellgas,33lb,2,49.95,0.0,99.9,Delivery,2024-05-06
5758092,8113787,Marcus,Cole,marcus_cole@comcast.net,Missouri,Ferrellgas,33lb,3,49.95,0.0,149.85,Delivery,2024-07-12
6977035,8607331,Ana,Mendoza,amendoza1229@comcast.net,Minnesota,AmeriGas,33lb,2,49.95,0.0,99.9,Pickup,2024-01-06
1247326,3718884,Natasha,Baker,natasha.baker@hotmail.com,Oklahoma,NGL Energy,420lb,2,849.0,254.7,1443.3,Delivery,2024-04-10
5542317,7145971,Kenji,Henderson,kenji.henderson@live.com,Massachusetts,Suburban Propane,20lb,3,24.99,0.0,74.97,Delivery,2024-07-03
5080351,2867825,Richard,Diaz,richard.d95@icloud.com,New York,Blue Rhino,33lb,1,49.95,0.0,49.95,Pickup,2024-01-30
7070025,2326581,Zoe,Perry,zoe.p35@yahoo.com,Colorado,Blue Rhino,420lb,2,849.0,0.0,1698.0,Pickup,2024-07-09
2462431,5673599,Ricardo,Cook,ricardo.cook@comcast.net,Utah,Suburban Propane,1lb,4,4.49,0.0,17.96,Delivery,2024-05-12
2998738,1899411,Diego,Hill,diego_hill@live.com,New York,Suburban Propane,100lb,3,149.0,0.0,447.0,Delivery,2024-02-26
5528994,8175395,Carmen,Brown,carmenbrown1883@yahoo.com,Iowa,Blue Rhino,420lb,4,849.0,0.0,3396.0,Pickup,2024-12-31
7554693,2373555,Erik,Hayes,erik73@att.net,New York,NGL Energy,420lb,5,849.0,0.0,4245.0,Pickup,2024-10-26
5251774,3673322,Shanice,Mendoza,smendoza1875@sbcglobal.net,Oregon,NGL Energy,1lb,4,4.49,2.16,15.8,Pickup,2024-05-30
5277642,1047572,Patrick,Nelson,patrick_nelson@outlook.com,New York,Ferrellgas,100lb,2,149.0,0.0,298.0,Pickup,2024-08-01
2615622,9874152,Robert,Snyder,robertsnyder1997@hotmail.com,North Carolina,Blue Rhino,100lb,5,149.0,0.0,745.0,Pickup,2024-08-04
2187207,1688246,Zoe,Patel,zoe61@icloud.com,Missouri,Suburban Propane,420lb,5,849.0,0.0,4245.0,Delivery,2024-04-08
6375054,8944327,Fatima,Cook,fcook@hotmail.com,Kansas,Blue Rhino,1lb,2,4.49,0.0,8.98,Delivery,2024-05-13
4874049,2221854,Ethan,Kim,ethan.k90@live.com,Colorado,NGL Energy,20lb,2,24.99,0.0,49.98,Delivery,2024-06-03
8996464,8375356,Sanjay,Owens,sanjay.o78@sbcglobal.net,Ohio,Blue Rhino,1lb,3,4.49,1.35,12.12,Delivery,2024-03-26
8700708,1987737,Boris,Thompson,boris66@gmail.com,Georgia,Ferrellgas,20lb,4,24.99,0.0,99.96,Delivery,2024-04-16
6293259,5147994,Patrick,Olson,patrick.o57@sbcglobal.net,Florida,NGL Energy,420lb,1,849.0,84.9,764.1,Delivery,2024-08-30
5237501,6919270,Fatima,Patel,fpatel@comcast.net,Florida,Ferrellgas,420lb,3,849.0,0.0,2547.0,Delivery,2024-09-06
1406123,3919694,Rosa,James,rosa.james@comcast.net,Pennsylvania,Ferrellgas,20lb,3,24.99,0.0,74.97,Delivery,2024-01-23
6346113,4486102,Dmitri,Howard,dhoward@yahoo.com,Minnesota,AmeriGas,20lb,4,24.99,10.0,89.96,Pickup,2024-12-24
6308033,2582524,Lamont,Wallace,wallace.l@aol.com,Oklahoma,Blue Rhino,1lb,4,4.49,0.0,17.96,Pickup,2024-05-18
1337345,9993490,William,Mendoza,william.m19@live.com,Michigan,Blue Rhino,1lb,2,4.49,0.0,8.98,Delivery,2024-02-07
3522295,9230828,Emma,Carter,ecarter@aol.com,Minnesota,AmeriGas,420lb,2,849.0,254.7,1443.3,Pickup,2024-06-24
9949336,3920762,Kenji,Woods,kenjiwoods486@icloud.com,Georgia,NGL Energy,1lb,2,4.49,0.0,8.98,Pickup,2024-05-09
3529642,2582524,Lamont,Wallace,wallace.l@aol.com,Oklahoma,Blue Rhino,20lb,3,24.99,0.0,74.97,Delivery,2024-02-25
8827002,2567468,Andre,Carter,acarter@live.com,Virginia,Suburban Propane,420lb,2,849.0,0.0,1698.0,Delivery,2024-05-25
4598169,4882808,Jessica,Hill,jessica.h59@gmail.com,Washington,Suburban Propane,100lb,5,149.0,89.4,655.6,Delivery,2024-11-21
1618704,1675419,Joseph,Bailey,joseph.bailey@icloud.com,Georgia,Blue Rhino,100lb,1,149.0,0.0,149.0,Pickup,2024-04-24
2316802,8175395,Carmen,Brown,carmenbrown1883@yahoo.com,Iowa,Suburban Propane,420lb,1,849.0,0.0,849.0,Pickup,2024-05-08
1999793,7333337,Ryo,Lee,rlee@att.net,New York,Suburban Propane,420lb,3,849.0,127.35,2419.65,Delivery,2024-04-12
6275739,8375356,Sanjay,Owens,sanjay.o78@sbcglobal.net,Ohio,AmeriGas,420lb,1,849.0,0.0,849.0,Delivery,2024-08-22
1272943,3698193,Clint,Graham,clint_graham@sbcglobal.net,Utah,AmeriGas,100lb,2,149.0,0.0,298.0,Delivery,2024-07-14
4845464,8175395,Carmen,Brown,carmenbrown1883@yahoo.com,Iowa,Blue Rhino,20lb,5,24.99,0.0,124.95,Pickup,2024-04-14
7326402,5040453,Shanice,Singh,shanice.s82@outlook.com,North Carolina,NGL Energy,20lb,3,24.99,3.75,71.22,Pickup,2024-05-09
6158936,6379867,Mohammed,James,mohammed.j39@outlook.com,North Carolina,Suburban Propane,33lb,2,49.95,11.99,87.91,Pickup,2024-02-03
9299539,7982241,Katia,Olson,kolson1935@comcast.net,Michigan,NGL Energy,100lb,5,149.0,0.0,745.0,Delivery,2024-01-17
2909863,9468772,Kavita,Vasquez,kvasquez@sbcglobal.net,Nevada,Ferrellgas,33lb,4,49.95,0.0,199.8,Pickup,2024-11-03
9125932,1628578,Robert,Gray,robertgray1976@live.com,Michigan,Ferrellgas,420lb,4,849.0,0.0,3396.0,Pickup,2024-01-26
7178089,8944327,Fatima,Cook,fcook@hotmail.com,Kansas,NGL Energy,420lb,1,849.0,0.0,849.0,Delivery,2024-11-29
6281272,2373555,Erik,Hayes,erik73@att.net,New York,NGL Energy,20lb,1,24.99,0.0,24.99,Pickup,2024-05-26
5888148,1669324,Yuki,Morris,yukimorris799@icloud.com,Iowa,Ferrellgas,420lb,4,849.0,407.52,2988.48,Delivery,2024-07-01
5981239,2425342,Linda,Ramirez,linda.ramirez@outlook.com,North Carolina,Blue Rhino,20lb,3,24.99,0.0,74.97,Delivery,2024-01-22
5079421,4816586,Brianna,Griffin,briannagriffin983@yahoo.com,Indiana,Blue Rhino,1lb,1,4.49,0.67,3.82,Delivery,2024-09-14
7978813,7858012,Eugene,Hernandez,eugenehernandez750@aol.com.com,Minnesota,AmeriGas,100lb,3,149.0,44.7,402.3,Delivery,2024-04-28
5728448,4024309,Dmitri,Morales,dmitri.m18@sbcglobal.net,Ohio,NGL Energy,100lb,4,149.0,0.0,596.0,Delivery,2024-11-14
9600893,8312936,Ebony,Lewis,ebony43@sbcglobal.net,Arizona,Blue Rhino,100lb,4,149.0,0.0,596.0,Delivery,2024-01-24
4346251,2975701,Nadia,Kelly,nadia.k37@sbcglobal.net,Indiana,Blue Rhino,420lb,5,849.0,0.0,4245.0,Delivery,2024-09-04
4740892,3673322,Shanice,Mendoza,smendoza1875@sbcglobal.net,Oregon,AmeriGas,1lb,1,4.49,0.54,3.95,Pickup,2024-06-27
1933705,2264218,Amy,Ruiz,aruiz1469@sbcglobal.net,New Mexico,AmeriGas,33lb,4,49.95,0.0,199.8,Pickup,2024-03-23
5811072,7907400,Aisha,Ward,aishaward858@outlook.com,Oklahoma,Suburban Propane,420lb,1,849.0,0.0,849.0,Delivery,2024-11-20
7095875,9164991,Valentina,Parker,valentina.p75@hotmail.com,Wisconsin,AmeriGas,20lb,4,24.99,0.0,99.96,Delivery,2024-04-02
4333354,1801102,Fatima,Gonzalez,fgonzalez203@live.com,Utah,NGL Energy,100lb,2,149.0,0.0,298.0,Pickup,2024-07-20
5247996,5435261,Chantel,Collins,chantel_collins@icloud.com,Georgia,Blue Rhino,33lb,3,49.95,0.0,149.85,Delivery,2024-06-19
2410406,8318550,William,Bryant,william55@@yahoo.com,Louisiana,Ferrellgas,100lb,2,149.0,44.7,253.3,Delivery,2024-04-19
6667733,6702160,Tamara,Ward,tamara_ward@gmail.com,Utah,Suburban Propane,100lb,5,149.0,59.6,685.4,Delivery,2024-01-29
5094863,3726201,Emma,Gomez,emma.gomez@outlook.com,Connecticut,AmeriGas,100lb,1,149.0,0.0,149.0,Delivery,2024-01-02
9611282,9993490,William,Mendoza,william.m19@live.com,Michigan,Blue Rhino,33lb,2,49.95,0.0,99.9,Pickup,2024-12-16
5202421,5608259,Barbara,Russell,barbararussell710@att.net,Nevada,AmeriGas,1lb,1,4.49,0.0,4.49,Delivery,2024-04-27
3101870,6510922,Carlos,Webb,webb.c@yahoo.com,Texas,NGL Energy,20lb,4,24.99,0.0,99.96,Pickup,2024-05-13
8986164,1675419,Joseph,Bailey,joseph.bailey@icloud.com,Georgia,Blue Rhino,20lb,2,24.99,0.0,49.98,Delivery,2024-11-15
1518651,6541407,Antoine,Walker,antoine.walker@outlook.com,Tennessee,Suburban Propane,1lb,5,4.49,1.8,20.65,Pickup,2024-01-28
7448284,6503032,Yuri,Jackson,yuri_jackson@sbcglobal.net,New York,Suburban Propane,420lb,1,849.0,0.0,849.0,Pickup,2024-02-11
3827659,3726201,Emma,Gomez,emma.gomez@outlook.com,Connecticut,Blue Rhino,420lb,5,849.0,0.0,4245.0,Pickup,2024-06-01
5164118,7923579,Sanjay,Simpson,ssimpson@att.net,North Carolina,Blue Rhino,33lb,5,49.95,12.49,237.26,Delivery,2024-06-20
3070908,2913049,Sigrid,Woods,sigrid94@icloud.com,Utah,AmeriGas,100lb,3,149.0,44.7,402.3,Pickup,2024-07-28
6318720,5040453,Shanice,Singh,shanice.s82@outlook.com,North Carolina,Ferrellgas,100lb,1,149.0,11.92,137.08,Delivery,2024-10-20
1347135,9480665,Natasha,Patel,npatel@att.net,Oklahoma,AmeriGas,20lb,3,24.99,7.5,67.47,Delivery,2024-12-11
5217487,7186390,Siobhan,Lopez,lopez.s@yahoo.com,Minnesota,Suburban Propane,33lb,1,49.95,0.0,49.95,Pickup,2024-02-29
9660803,4486102,Dmitri,Howard,dhoward@yahoo.com,Minnesota,Blue Rhino,420lb,4,849.0,407.52,2988.48,Delivery,2024-10-04
4591668,4486102,Dmitri,Howard,dhoward@yahoo.com,Minnesota,Ferrellgas,33lb,1,49.95,7.49,42.46,Delivery,2024-05-28
2084777,8375356,Sanjay,Owens,sanjay.o78@sbcglobal.net,Ohio,Blue Rhino,1lb,5,4.49,0.0,22.45,Pickup,2024-01-28
6286061,6379867,Mohammed,James,mohammed.j39@outlook.com,North Carolina,AmeriGas,100lb,2,149.0,0.0,298.0,Pickup,2024-11-07
6806635,7049927,Jessica,Webb,jessica.webb@att.net,California,Suburban Propane,100lb,2,149.0,0.0,298.0,Pickup,2024-05-25
4415979,3673322,Shanice,Mendoza,smendoza1875@sbcglobal.net,Oregon,Suburban Propane,20lb,5,24.99,0.0,124.95,Pickup,2024-01-05
5931029,6068298,Chantel,Reed,chantel_reed@comcast.net,Indiana,NGL Energy,420lb,1,849.0,0.0,849.0,Pickup,2024-05-07
8681853,8713146,Valentina,Griffin,valentina_griffin@outlook.com,Maryland,AmeriGas,1lb,4,4.49,0.0,17.96,Delivery,2024-09-11
7457158,7818496,Marcus,Owens,owens.m@icloud.com,Illinois,Blue Rhino,420lb,5,849.0,339.6,3905.4,Delivery,2024-11-08
2403154,2721170,Lars,Wright,larswright1637@hotmail.com,North Carolina,AmeriGas,420lb,2,849.0,203.76,1494.24,Pickup,2024-02-21
1788304,1946973,Sofia,Wells,sofia.w94@hotmail.com,Louisiana,AmeriGas,100lb,3,149.0,0.0,447.0,Pickup,2024-10-26
5404004,5928582,Harold,Perez,harold38@yahoo.com,Michigan,NGL Energy,1lb,2,4.49,0.0,8.98,Delivery,2024-09-10
3418271,8095702,Linda,Watson,linda_watson@live.com,Louisiana,NGL Energy,100lb,2,149.0,23.84,274.16,Pickup,2024-01-30
8189752,6217344,Roberto,Bennett,roberto.b18@aol.com,Oregon,Suburban Propane,1lb,2,4.49,0.0,8.98,Pickup,2024-08-01
5490854,7333337,Ryo,Lee,rlee@att.net,New York,Ferrellgas,420lb,3,849.0,0.0,2547.0,Delivery,2024-08-01
3223631,1454696,Aaliyah,Ramos,aramos447@outlook.com,North Carolina,NGL Energy,33lb,3,49.95,0.0,149.85,Pickup,2024-11-08
1718961,8944327,Fatima,Cook,fcook@hotmail.com.com,Kansas,Ferrellgas,1lb,3,4.49,1.62,11.85,Delivery,2024-01-27
9044494,2321324,Aaliyah,McDonald,amcdonald@yahoo.com,Oregon,NGL Energy,20lb,2,24.99,0.0,49.98,Pickup,2024-01-07
9976368,1454696,Aaliyah,Ramos,aramos447@outlook.com,North Carolina,AmeriGas,100lb,4,149.0,0.0,596.0,Delivery,2024-03-20
4837070,3386328,Sarah,Martin,sarah_martin@outlook.com,Utah,AmeriGas,100lb,2,149.0,23.84,274.16,Pickup,2024-02-09
1273003,5856117,Shannon,Sanchez,ssanchez1604@gmail.com,Illinois,AmeriGas,100lb,1,149.0,0.0,149.0,Delivery,2024-04-23
4984280,1985360,Erik,Martinez,erik.martinez@yahoo.com,Tennessee,Ferrellgas,1lb,3,4.49,0.0,13.47,Delivery,2024-09-12
7220742,1624315,Aoife,Ruiz,aoiferuiz555@yahoo.com,Ohio,Ferrellgas,33lb,2,49.95,0.0,99.9,Delivery,2024-06-15
